8.95,3.5,5.43,2,0,0,1
9.12,4.23,4.87,2,0,0,1
8.31,3.67,4.62,2,0,0,1
12.01,5.34,6.65,2,0,0,1
8.97,4.26,4.69,2,0,0,1
8.56,3.44,5.09,2,0,0,1
8.02,3.53,4.46,2,0,0,1
12.58,5.39,7.17,2,0,0,1
8.74,3.57,5.15,2,0,0,1
9.37,3.82,5.52,2,0,0,1
13.22,5.77,7.42,2,0,0,1
8.94,4.42,4.5,2,0,0,1
8.53,3.79,4.72,2,0,0,1
12.25,5.15,7.08,2,0,0,1
9.86,4.64,5.19,2,0,0,1
12.1,5.68,6.4,2,0,0,1
7.54,3.4,4.12,2,0,0,1
11.23,5.23,5.98,2,0,0,1
11.04,4.62,6.4,2,0,0,1
7.71,3.02,4.67,2,0,0,1
8.46,4.79,3.64,2,0,0,1
6.97,4.34,2.6,2,0,0,1
7.9,4.32,3.56,2,0,0,1
5.63,3.69,1.91,2,0,0,1
9.13,5.29,3.81,2,0,0,1
6.55,3.91,2.61,2,0,0,1
10.6,5.81,4.77,2,0,0,1
5.81,3.85,1.94,2,0,0,1
10.85,5.45,5.37,2,0,0,1
8.09,4.26,3.8,2,0,0,1
7.25,3.96,3.26,2,0,0,1
7.99,4.07,3.9,2,0,0,1
8.3,4.19,4.09,2,0,0,1
9.45,5.64,3.79,2,0,0,1
6.75,4.35,2.38,2,0,0,1
10.02,5.09,4.91,2,0,0,1
10.25,5.55,4.68,2,0,0,1
6.1,3.22,2.86,2,0,0,1
8.61,4.91,3.68,2,0,0,1
7.08,4.13,2.93,2,0,0,1
11.94,3.82,8.09,2,0,0,1
13.31,4.93,8.35,2,0,0,1
9.88,3.03,6.83,2,0,0,1
13.98,5.83,8.13,2,0,0,1
9.96,3.79,6.15,2,0,0,1
11.71,4.69,6.99,2,0,0,1
11.11,4.03,7.06,2,0,0,1
12.46,5.33,7.1,2,0,0,1
14.6,5.71,8.87,2,0,0,1
9.72,3.14,6.55,2,0,0,1
11.89,4.68,7.18,2,0,0,1
11.96,4.57,7.36,2,0,0,1
12.11,4.35,7.73,2,0,0,1
12.34,5.58,6.74,2,0,0,1
12.46,5.6,6.83,2,0,0,1
11.47,4.83,6.61,2,0,0,1
11.77,5.39,6.35,2,0,0,1
13.95,5.97,7.95,2,0,0,1
12.17,5.87,6.27,2,0,0,1
9.01,4.22,4.77,2,0,0,1
12.5,6.12,6.36,2,0,0,1
12.08,5.74,6.32,2,0,0,1
9.15,4.4,4.72,2,0,0,1
9.86,4.85,4.99,2,0,0,1
11.66,5.7,5.94,2,0,0,1
10.21,4.63,5.55,2,0,0,1
12.45,6.13,6.3,2,0,0,1
13.02,6.4,6.6,2,0,0,1
14.67,6.95,7.7,2,0,0,1
12.71,6.23,6.45,2,0,0,1
13.12,6.42,6.68,2,0,0,1
11.16,5.36,5.77,2,0,0,1
12.56,5.8,6.73,2,0,0,1
13.97,6.76,7.18,2,0,0,1
11.82,5.78,6.01,2,0,0,1
8.9,4.33,4.54,2,0,0,1
13.02,6.44,6.56,2,0,0,1
12.65,5.92,6.71,2,0,0,1
11.42,5.62,5.78,2,0,0,1
11.05,5.03,6,2,0,0,1
13.4,6.39,6.98,2,0,0,1
12.08,5.96,6.1,2,0,0,1
11.21,5.28,5.91,2,0,0,1
13.2,6.27,6.9,2,0,0,1
9.61,4.78,4.81,2,0,0,1
11.77,5.7,6.04,2,0,0,1
14.36,6.94,7.4,2,0,0,1
9.56,4.5,5.03,2,0,0,1
9.11,4.48,4.6,2,0,0,1
10.62,4.92,5.68,2,0,0,1
14.3,6.97,7.3,2,0,0,1
11.2,5.28,5.89,2,0,0,1
13.71,6.52,7.16,2,0,0,1
10.69,4.87,5.8,2,0,0,1
11.25,5.17,6.06,2,0,0,1
10.99,5.1,5.87,2,0,0,1
14.19,6.91,7.25,2,0,0,1
11.39,5.53,5.84,2,0,0,1
10.25,4.76,5.47,2,0,0,1
13.15,6.16,6.97,2,0,0,1
14.47,6.99,7.45,2,0,0,1
9.71,4.49,5.19,2,0,0,1
10.31,5.14,5.15,2,0,0,1
8.35,4.09,4.24,2,0,0,1
12.86,5.21,5.32,2,0,0,1
14.29,5.45,6.08,2,0,0,1
13.63,5.2,5.85,2,0,0,1
12.3,4.76,5.13,2,0,0,1
12.95,5.12,5.12,2,0,0,1
16.33,6.46,7.15,2,0,0,1
11.42,4.52,4.83,2,0,0,1
4.73,1.76,2.38,1,1,0,0
3.3,1.16,1.58,1,1,0,0
3.67,1.35,2.25,1,1,0,0
28.81,13.51,14.63,1,0,0,0
23.87,11.43,12,1,0,0,0
28.77,12.92,14.67,1,0,0,0
0.23,0.1,0.12,0,1,1,0
1.13,0.53,0.59,0,1,1,0
1.13,0.72,0.4,0,1,1,0
